number,city,area,name,set,address,x,y,tel
4831,嘉義縣,中埔鄉,嘉義縣中埔鄉頂六國民小學附設幼兒園,公立,嘉義縣中埔鄉頂山門25號,120.495769,23.44571,(05)2394042
4832,嘉義縣,中埔鄉,嘉義縣中埔鄉同仁國民小學附設幼兒園,公立,嘉義縣中埔鄉同仁24號,120.512085,23.403683,(05)2531205
4833,嘉義縣,中埔鄉,嘉義縣私立名人幼兒園,私立,嘉義縣中埔鄉永樂新村321-5號,120.464375,23.453942,(05)2399301
4834,嘉義縣,中埔鄉,嘉義縣私立全美幼兒園,私立,嘉義縣中埔鄉中山路五段813號,120.461969,23.451537,(05)2396532
4835,嘉義縣,中埔鄉,嘉義縣私立新藝幼兒園,私立,嘉義縣中埔鄉13-1號,120.5400188,23.4301817,(05)2536076
4836,嘉義縣,大埔鄉,嘉義縣立大埔國民中小學附設幼兒園,公立,嘉義縣大埔鄉大埔57號,120.591672,23.294514,(05)2521014#316
4837,嘉義縣,水上鄉,嘉義縣水上鄉忠和國民小學附設幼兒園,公立,嘉義縣水上鄉檳榔樹角35號,120.447935,23.425847,(05)2890365#25
4838,嘉義縣,水上鄉,嘉義縣水上鄉南靖國民小學附設幼兒園,公立,嘉義縣水上鄉南靖糖廠46號,120.384519,23.414835,(05)2682004
4839,嘉義縣,水上鄉,嘉義縣水上鄉柳林國民小學附設幼兒園,公立,嘉義縣水上鄉柳仔林92號,120.394165,23.429006,(05)2685696
4840,嘉義縣,水上鄉,嘉義縣水上鄉立水上幼兒園,公立,嘉義縣水上鄉2-1號,120.3980303,23.42855124,(05)2601011
4841,嘉義縣,水上鄉,嘉義縣水上鄉立水上幼兒園大崙分班,公立,嘉義縣水上鄉111號,120.3585087,23.44375532,(05)3717532
4842,嘉義縣,水上鄉,嘉義縣水上鄉立水上幼兒園三和分班,公立,嘉義縣水上鄉榮典路100號,120.409763,23.454502,(05)2862802
4843,嘉義縣,水上鄉,嘉義縣水上鄉立水上幼兒園三界分班,公立,嘉義縣水上鄉153-1號,120.4757555,23.43253813,(05)2300469
4844,嘉義縣,水上鄉,嘉義縣水上鄉立水上幼兒園忠和分班,公立,嘉義縣水上鄉檳榔樹角35號,120.447935,23.425847,(05)2891869
4845,嘉義縣,水上鄉,嘉義縣水上鄉立水上幼兒園寬士分班,公立,嘉義縣水上鄉溪仔底27號,120.423419,23.436232,(05)2863149
4846,嘉義縣,水上鄉,嘉義縣私立幼勝幼兒園,私立,嘉義縣水上鄉中興路59號,120.406415,23.428839,(05)2689959
4847,嘉義縣,水上鄉,嘉義縣私立慈愛幼兒園,私立,嘉義縣水上鄉中和路312號,120.398805,23.431037,(05)2601759
4848,嘉義縣,水上鄉,嘉義縣私立寶貝王國幼兒園,私立,嘉義縣水上鄉華林街48號,120.399142,23.42566,(05)2680116
4849,嘉義縣,水上鄉,嘉義縣私立幼能幼兒園,私立,嘉義縣水上鄉新進街28號,120.402099,23.431667,(05)2603333
4850,嘉義縣,水上鄉,嘉義縣私立一之一幼兒園,私立,嘉義縣水上鄉中正路127號,120.399989,23.427467,(05)2682311
4851,嘉義縣,水上鄉,嘉義縣私立幼安幼兒園,私立,嘉義縣水上鄉紅毛寮1號之150,120.432495,23.418448,(05)2890011
4852,嘉義縣,鹿草鄉,嘉義縣鹿草鄉鹿草國民小學附設幼兒園,公立,嘉義縣鹿草鄉長壽路221號,120.307413,23.411762,(05)3752004#317
4853,嘉義縣,鹿草鄉,嘉義縣鹿草鄉下潭國民小學附設幼兒園,公立,嘉義縣鹿草鄉下潭196號,120.286118,23.37404,(05)3650880
4854,嘉義縣,鹿草鄉,嘉義縣鹿草鄉後塘國民小學附設幼兒園,公立,嘉義縣鹿草鄉毛蟹行11號,120.337183,23.404821,(05)3752548
4855,嘉義縣,鹿草鄉,嘉義縣私立愛迪生幼兒園,私立,嘉義縣鹿草鄉圓山路216巷12號,120.307591,23.415686,(05)3751708
4856,嘉義縣,鹿草鄉,嘉義縣私立迪士妮幼兒園,私立,嘉義縣鹿草鄉山子腳2號,120.316982,23.408843,(05)3755315
4857,嘉義縣,太保市,嘉義縣太保市太保國民小學附設幼兒園,公立,嘉義縣太保市太保31號,120.331562,23.45512,(05)3711015#701
4858,嘉義縣,太保市,嘉義縣太保市南新國民小學附設幼兒園,公立,嘉義縣太保市中山路一段140號,120.38373,23.497022,(05)2373005
4859,嘉義縣,太保市,嘉義縣太保市新埤國民小學附設幼兒園,公立,嘉義縣太保市新埤214號,120.334714,23.485223,(05)3613736
4860,嘉義縣,太保市,嘉義縣私立一二三幼兒園,私立,嘉義縣太保市新安六街66號,120.342069,23.498957,(05)3611409
4861,嘉義縣,太保市,嘉義縣私立智群幼兒園,私立,嘉義縣太保市86之3號,120.3312206,23.44800433,(05)3714659
4862,嘉義縣,太保市,嘉義縣私立哈佛幼兒園,私立,嘉義縣太保市太保47-32號,120.333877,23.455812,(05)3716223
4863,嘉義縣,太保市,嘉義縣私立米羅幼兒園,私立,嘉義縣太保市麻太路42號,120.365727,23.498805,(05)2385712
4864,嘉義縣,太保市,嘉義縣私立明日萌幼兒園,私立,嘉義縣太保市春珠168號之5,120.337096,23.451225,(05)3717209
4865,嘉義縣,朴子市,嘉義縣朴子市大同國民小學附設幼兒園,公立,嘉義縣朴子市大同路239號,120.240472,23.461029,(05)3792144#150
4866,嘉義縣,朴子市,嘉義縣朴子市大鄉國民小學附設幼兒園,公立,嘉義縣朴子市大?榔560號,120.287121,23.473648,(05)3792952
4867,嘉義縣,朴子市,嘉義縣朴子市朴子國民小學附設幼兒園,公立,嘉義縣朴子市山通路11號,120.247936,23.466659,(05)3792032#283
4868,嘉義縣,朴子市,嘉義縣朴子市松梅國民小學附設幼兒園,公立,嘉義縣朴子市牛挑灣345號,120.250491,23.411473,(05)3691083
4869,嘉義縣,朴子市,嘉義縣朴子市祥和國民小學附設幼兒園,公立,嘉義縣朴子市祥和二路西段9號,120.287141,23.456986,(05)3621428
4870,嘉義縣,朴子市,嘉義縣朴子市雙溪國民小學附設幼兒園,公立,嘉義縣朴子市雙溪口30號,120.286168,23.459928,(05)3795549#16
4871,嘉義縣,朴子市,嘉義縣朴子市立朴子幼兒園,公立,嘉義縣朴子市34號之3,120.2300189,23.44659527,(05)3694075
4872,嘉義縣,朴子市,嘉義縣朴子市立朴子幼兒園松梅分班,公立,嘉義縣朴子市345號,120.2508195,23.4111902,(05)3694085
4873,嘉義縣,朴子市,台灣基督長老教會朴子教會附設嘉義縣私立東明幼兒園,私立,嘉義縣朴子市光復路45號,120.246112,23.465893,(05)3791860
4874,嘉義縣,朴子市,財團法人朴子高明寺附設嘉義縣私立高明幼兒園,私立,嘉義縣朴子市山通路73號,120.243979,23.464763,(05)3702053
4875,嘉義縣,朴子市,嘉義縣私立資優生幼兒園,私立,嘉義縣朴子市大同路356-1號及358號,120.237663,23.46167,(05)3799311
4876,嘉義縣,朴子市,財團法人天主教會嘉義教區附設嘉義縣私立曉明幼兒園,私立,嘉義縣朴子市開元路391號,120.239482,23.465064,(05)3798864
4877,嘉義縣,朴子市,嘉義縣私立藍天幼兒園,私立,嘉義縣朴子市天星新村116號,120.256034,23.469156,(05)3798088
4878,嘉義縣,東石鄉,嘉義縣東石鄉立東石幼兒園,公立,嘉義縣東石鄉觀海二路118號,120.14435,23.453437,(05)3730845
4879,嘉義縣,東石鄉,嘉義縣東石鄉三江國民小學附設幼兒園,公立,嘉義縣東石鄉三塊厝16號,120.174362,23.471402,(05)3730585
4880,嘉義縣,東石鄉,嘉義縣東石鄉東石國民小學附設幼兒園,公立,嘉義縣東石鄉東石117號,120.154252,23.461086,(05)3732295#309
4881,嘉義縣,東石鄉,嘉義縣東石鄉港墘國民小學附設幼兒園,公立,嘉義縣東石鄉港墘64號,120.213778,23.463854,(05)3795350
4882,嘉義縣,東石鄉,嘉義縣東石鄉塭港國民小學附設幼兒園,公立,嘉義縣東石鄉塭港170號,120.145892,23.471661,(05)3732653#27
4883,嘉義縣,東石鄉,嘉義縣東石鄉網寮國民小學附設幼兒園,公立,嘉義縣東石鄉鹽田27號,120.192775,23.434231,(05)3451544#14
4884,嘉義縣,東石鄉,嘉義縣東石鄉龍崗國民小學附設幼兒園,公立,嘉義縣東石鄉栗子崙131號,120.183206,23.436371,(05)3451070
4885,嘉義縣,東石鄉,嘉義縣東石鄉龍港國民小學附設幼兒園,公立,嘉義縣東石鄉港墘厝113號,120.176987,23.484721,(05)3732671#27
4886,嘉義縣,東石鄉,嘉義縣東石鄉下楫國民小學附設幼兒園,公立,嘉義縣東石鄉下楫子寮147號,120.171667,23.484683,(05)3601508
4887,嘉義縣,六腳鄉,嘉義縣六腳鄉北美國民小學附設幼兒園,公立,嘉義縣六腳鄉122號,120.3037485,23.55853512,(05)7811429
4888,嘉義縣,六腳鄉,嘉義縣六腳鄉六腳國民小學附設幼兒園,公立,嘉義縣六腳鄉六腳105號,120.253412,23.507999,(05)3781403
4889,嘉義縣,六腳鄉,嘉義縣六腳鄉灣內國民小學附設幼兒園,公立,嘉義縣六腳鄉灣內6號,120.312222,23.500443,(05)3804390
4890,嘉義縣,六腳鄉,嘉義縣六腳鄉立六腳幼兒園,公立,嘉義縣六腳鄉港尾寮85之10號,120.289329,23.526298,(05)3804602
4891,嘉義縣,新港鄉,嘉義縣新港鄉復興國民小學附設幼兒園,公立,嘉義縣新港鄉75之4號,120.3571059,23.58990196,(05)3760424
4892,嘉義縣,新港鄉,嘉義縣新港鄉立新港幼兒園,公立,嘉義縣新港鄉新東街6號,120.352828,23.554869,(05)3747410
4893,嘉義縣,新港鄉,嘉義縣新港鄉月眉國民小學附設幼兒園,公立,嘉義縣新港鄉123號,120.3515292,23.52020298,(05)3772059#112
4894,嘉義縣,新港鄉,嘉義縣私立新港安琪兒幼兒園,私立,嘉義縣新港鄉咬仔竹200號,120.357553,23.543651,(05)3748112
4895,嘉義縣,新港鄉,財團法人天主教會嘉義教區附設嘉義縣私立震旦幼兒園,私立,嘉義縣新港鄉古民街14號,120.350289,23.555482,(05)3742304
4896,嘉義縣,新港鄉,嘉義縣私立愛寶兒幼兒園,私立,嘉義縣新港鄉咬仔竹201號,120.357553,23.543686,(05)3748112
4897,嘉義縣,新港鄉,嘉義縣私立太陽幼兒園,私立,嘉義縣新港鄉635~642號,120.3925698,23.51546012,(05)3773770
4898,嘉義縣,新港鄉,財團法人嘉義縣私立聖光幼兒園,私立,嘉義縣新港鄉大興路3號,120.347032,23.557735,(05)3743174
4899,嘉義縣,民雄鄉,嘉義縣民雄鄉大崎國民小學附設幼兒園,公立,嘉義縣民雄鄉林子尾66號,120.472224,23.511814,(05)2212871#216
4900,嘉義縣,民雄鄉,嘉義縣民雄鄉立民雄幼兒園,公立,嘉義縣民雄鄉魚寮仔5-2號,120.421633,23.546538,(05)2062848
4901,嘉義縣,民雄鄉,嘉義縣民雄鄉三興國民小學附設幼兒園,公立,嘉義縣民雄鄉陳厝寮55號,120.481892,23.557874,(05)2720042
4902,嘉義縣,民雄鄉,嘉義縣民雄鄉民雄國民小學附設幼兒園,公立,嘉義縣民雄鄉民族路43號,120.429436,23.555138,(05)2262022#61
4903,嘉義縣,民雄鄉,嘉義縣民雄鄉秀林國民小學附設幼兒園,公立,嘉義縣民雄鄉北勢仔17號,120.486393,23.517113,(05)2215690
4904,嘉義縣,民雄鄉,嘉義縣民雄鄉福樂國民小學附設幼兒園,公立,嘉義縣民雄鄉光明二街191號,120.451777,23.528987,(05)2206112#316
4905,嘉義縣,民雄鄉,財團法人臺灣省嘉義縣私立協同高級中學附設嘉義縣私立協同幼兒園,私立,嘉義縣民雄鄉建國路2段31號,120.435311,23.531333,(05)2213044
4906,嘉義縣,民雄鄉,嘉義縣私立天心幼兒園,私立,嘉義縣民雄鄉光明一街261號,120.453153,23.529111,(05)2216835
4907,嘉義縣,民雄鄉,嘉義縣私立百勝幼兒園,私立,嘉義縣民雄鄉民權路40-88號,120.432456,23.56191,(05)2261622
4908,嘉義縣,民雄鄉,嘉義縣私立麥米羅幼兒園,私立,嘉義縣民雄鄉86之15號,120.4361545,23.55374826,(05)2060971
4909,嘉義縣,民雄鄉,嘉義縣私立格林威爾幼兒園,私立,嘉義縣民雄鄉建國路二段273巷10號,120.432182,23.547058,(05)2261289
4910,嘉義縣,民雄鄉,嘉義縣私立真善美幼兒園,私立,嘉義縣民雄鄉陳厝寮61-9號,120.480423,23.562947,(05)2720632
4911,嘉義縣,民雄鄉,嘉義縣私立愛兒堡幼兒園,私立,嘉義縣民雄鄉牛斗山95-6號,120.405389,23.518501,(05)2131571
4912,嘉義縣,民雄鄉,嘉義縣私立伊貝兒幼兒園,私立,嘉義縣民雄鄉建國路3段124巷3弄16號,120.440876,23.522013,(05)2214862
4913,嘉義縣,大林鎮,嘉義縣大林鎮立大林幼兒園,公立,嘉義縣大林鎮中興路2段239號,120.471177,23.603977,(05)2650519
4914,嘉義縣,大林鎮,嘉義縣私立欣苗幼兒園,私立,嘉義縣大林鎮尾厝124-1號,120.487181,23.617982,(05)2950691
4915,嘉義縣,大林鎮,嘉義縣私立昇學幼兒園,私立,嘉義縣大林鎮下潭底20-2號,120.459204,23.594711,(05)2652738
4916,嘉義縣,大林鎮,嘉義縣私立佳禾幼兒園,私立,嘉義縣大林鎮民族路106巷8號,120.461838,23.597595,(05)2655919
4917,嘉義縣,大林鎮,財團法人中華民國佛教慈濟慈善事業基金會附設嘉義縣私立大林大愛幼兒園,私立,嘉義縣大林鎮下潭底81號,120.457172,23.594346,(05)2648000#8459
4918,嘉義縣,大林鎮,嘉義縣大埔美非營利幼兒園(委託財團法人稻江科技暨管理學院設立之稻江科技暨管理學院辦理),非營利,嘉義縣大林鎮大智三街105號,120.503386,23.587219,(05)2956608
4919,嘉義縣,溪口鄉,嘉義縣溪口鄉柴林國民小學附設幼兒園,公立,嘉義縣溪口鄉107號,120.3711188,23.60660017,(05)2691440
4920,嘉義縣,溪口鄉,嘉義縣溪口鄉立溪口幼兒園,公立,嘉義縣溪口鄉中山路93號,120.391049,23.601457,(05)2691500
4921,嘉義縣,溪口鄉,嘉義縣私立育民幼兒園,私立,嘉義縣溪口鄉溪民路103號,120.40161,23.600325,(05)2695809
4922,嘉義縣,義竹鄉,嘉義縣義竹鄉光榮國民小學附設幼兒園,公立,嘉義縣義竹鄉東後寮64號,120.247401,23.37959,(05)3420104#100
4923,嘉義縣,義竹鄉,嘉義縣義竹鄉和順國民小學附設幼兒園,公立,嘉義縣義竹鄉官顺村356號,120.1824176,23.30703925,(05)3436448
4924,嘉義縣,義竹鄉,嘉義縣義竹鄉南興國民小學附設幼兒園,公立,嘉義縣義竹鄉新店77號,120.192787,23.340914,(05)3427394#24
4925,嘉義縣,義竹鄉,嘉義縣義竹鄉南興國民小學附設幼兒園東華分班,公立,嘉義縣義竹鄉安溪寮1號,120.220378,23.356954,(05)3427394#11
4926,嘉義縣,義竹鄉,嘉義縣義竹鄉義竹國民小學附設幼兒園,公立,嘉義縣義竹鄉義竹208號,120.245568,23.336016,(05)3417748
4927,嘉義縣,義竹鄉,嘉義縣義竹鄉過路國民小學附設幼兒園,公立,嘉義縣義竹鄉過路子279號,120.211986,23.304832,(05)3437884#27
4928,嘉義縣,義竹鄉,財團法人天主教會嘉義教區附設嘉義縣私立星海幼兒園,私立,嘉義縣義竹鄉423-2號,120.242518,23.33698513,(05)3411108
4929,嘉義縣,義竹鄉,嘉義縣義竹鄉農會附設嘉義縣私立義竹幼兒園,私立,嘉義縣義竹鄉義竹475之4號,120.242397,23.340727,(05)3417717
4930,嘉義縣,布袋鎮,嘉義縣布袋鎮布袋國民小學附設幼兒園,公立,嘉義縣布袋鎮新厝仔65號,120.171205,23.382515,(05)3472007
4931,嘉義縣,布袋鎮,嘉義縣布袋鎮布新國民小學附設幼兒園,公立,嘉義縣布袋鎮文昌街61號,120.152165,23.378924,(05)3470998#09
4932,嘉義縣,布袋鎮,嘉義縣布袋鎮永安國民小學附設幼兒園,公立,嘉義縣布袋鎮大寮126號之2,120.181569,23.371507,(05)3472654
4933,嘉義縣,布袋鎮,嘉義縣布袋鎮好美國民小學附設幼兒園,公立,嘉義縣布袋鎮虎尾寮106號,120.137874,23.337402,(05)3431524
4934,嘉義縣,布袋鎮,嘉義縣布袋鎮景山國民小學附設幼兒園,公立,嘉義縣布袋鎮東港136號,120.193254,23.382759,(05)3472734
4935,嘉義縣,布袋鎮,嘉義縣布袋鎮貴林國民小學附設幼兒園,公立,嘉義縣布袋鎮樹林頭82號,120.214091,23.419497,(05)3451641
4936,嘉義縣,布袋鎮,嘉義縣布袋鎮新岑國民小學附設幼兒園,公立,嘉義縣布袋鎮郭岑寮4號,120.174456,23.342828,(05)3431525
4937,嘉義縣,布袋鎮,嘉義縣布袋鎮新塭國民小學附設幼兒園,公立,嘉義縣布袋鎮新塭374號,120.160567,23.330393,(05)3431064
4938,嘉義縣,布袋鎮,嘉義縣布袋鎮過溝國民小學附設幼兒園,公立,嘉義縣布袋鎮過溝頂厝1號,120.183645,23.419317,(05)3451010
4939,嘉義縣,布袋鎮,嘉義縣布袋鎮立布袋幼兒園,公立,嘉義縣布袋鎮東港130號之21,120.190993,23.381879,(05)3478391
4940,嘉義縣,布袋鎮,嘉義縣私立芝麻幼兒園,私立,嘉義縣布袋鎮新北一街133號,120.150716,23.380357,(05)3477077
4941,台東縣,台東市,台東縣台東市知本國民小學附設幼兒園,公立,台東縣台東市知本路3段107號,121.0543377,22.70601203,(089)512234#238
4942,台東縣,台東市,台東縣台東市豐里國民小學附設幼兒園,公立,台東縣台東市中華路3段80號,121.1218194,22.7369599,(089)324040#101
4943,台東縣,台東市,台東縣台東市豐田國民小學附設幼兒園,公立,台東縣台東市中興路4段750號,121.0864262,22.77469811,(089)382130
4944,台東縣,台東市,台東縣台東市岩灣國民小學附設幼兒園,公立,台東縣台東市岩灣路50巷401弄11號,121.1248449,22.80638529,(089)231424
4945,台東縣,台東市,台東縣台東市新園國民小學附設幼兒園,公立,台東縣台東市新園路88號,121.0628573,22.76519795,(089)382590#20
4946,台東縣,台東市,台東縣台東市復興國民小學附設幼兒園,公立,台東縣台東市鐵花路87巷55號,121.1518967,22.74714453,(089)327674
4947,台東縣,台東市,台東縣台東市豐年國民小學附設幼兒園,公立,台東縣台東市中興路3段320號,121.1112069,22.77213094,(089)226733#214
4948,台東縣,台東市,台東縣台東市卑南國民小學附設幼兒園,公立,台東縣台東市更生北路317號,121.1194386,22.7821387,(089)229269
4949,台東縣,台東市,台東縣台東市豐源國民小學附設幼兒園,公立,台東縣台東市中華路四段392號,121.1082427,22.73019827,(089)322063
4950,台東縣,台東市,台東縣台東市新生國民小學附設幼兒園,公立,台東縣台東市更生路474巷45號,121.1423183,22.76413006,(089)345148
4951,台東縣,台東市,台東縣立四維幼兒園,公立,台東縣台東市四維路一段396號,121.1586322,22.75640961,(089)323146
4952,台東縣,台東市,國立台東大學附設實驗國民小學附設幼兒園,公立,台東縣台東市博愛路345號,121.1474996,22.75513402,(089)328161#871
4953,台東縣,台東市,台東縣台東市南王國民小學附設幼兒園,公立,台東縣台東市更生北路726號,121.1137496,22.78980527,(089)223203#307
4954,台東縣,台東市,台東縣台東市富岡國民小學附設幼兒園,公立,台東縣台東市松江路一段441號,121.1938216,22.79642853,(089)281431
4955,台東縣,台東市,台東縣台東市建和國民小學附設幼兒園,公立,台東縣台東市青海路三段640號,121.0493134,22.716764,(089)512381#226
4956,台東縣,台東市,台東縣台東市豐榮國民小學附設幼兒園,公立,台東縣台東市中華路二段154巷150號,121.1369658,22.74717084,(089)323353#071
4957,台東縣,台東市,台東縣台東市寶桑國民小學附設幼兒園,公立,台東縣台東市四維路二段23號,121.1508671,22.76270038,(089)321995
4958,台東縣,台東市,台東縣立新生幼兒園,公立,台東縣台東市開封街490號,121.1423146,22.76337568,(089)322413
4959,台東縣,台東市,台東縣台東市立幼兒園,公立,台東縣台東市寶桑路12號,121.1587112,22.7535209,(089)320257
4960,台東縣,台東市,台東縣台東市康樂國民小學附設幼兒園,公立,台東縣台東市山西路一段256號,121.117828,22.75845946,(089)226131#83
4961,台東縣,台東市,台東縣私立牧牧幼兒園,私立,台東縣台東市寧波街186號1樓,121.1480372,22.76497364,(089)351356
4962,台東縣,台東市,台東縣私立蒲公英種子幼兒園,私立,台東縣台東市傳廣路388巷36號,121.1448802,22.76488007,(089)333938
4963,台東縣,台東市,財團法人天主教會花蓮教區附設台東縣私立天仁幼兒園,私立,台東縣台東市新社一街5巷46號,121.1360388,22.76574598,(089)228103
4964,台東縣,台東市,台東縣私立蒙特梭利幼兒園,私立,台東縣台東市漢陽北路43號,121.1357593,22.74475951,(089)343609
4965,台東縣,台東市,台東縣私立蒲公英幼兒園,私立,台東縣台東市傳廣路388巷11號,121.1443524,22.76498937,(089)333938
4966,台東縣,台東市,台東縣私立多多璐幼兒園,私立,台東縣台東市咸陽街120號,121.1387062,22.75920865,(089)353289
4967,台東縣,台東市,台東縣私立青荳芽幼兒園,私立,台東縣台東市連航路89巷35號,121.1216187,22.77101844,(089)230999
4968,台東縣,台東市,台東縣私立東佳幼兒園,私立,台東縣台東市傳廣路347號,121.1437473,22.76426093,(089)336169
4969,台東縣,台東市,台東縣私立福田幼兒園,私立,台東縣台東市長沙街136號,121.1419707,22.75076424,(089)341117#25
4970,台東縣,台東市,財團法人天主教會花蓮教區附設台東縣私立天真幼兒園,私立,台東縣台東市福建路181號,121.1526567,22.75369238,(089)322723
4971,台東縣,台東市,台東縣私立高瞻幼兒園,私立,台東縣台東市連航路195號,121.1252748,22.77550065,(089)232812
4972,台東縣,台東市,台東縣私立何嘉仁幼兒園,私立,台東縣台東市仁二街55號,121.1467793,22.7668968,(089)237838
4973,台東縣,台東市,台東縣私立向日葵幼兒園,私立,台東縣台東市開封街280號,121.148057,22.7637875,(089)310591
4974,台東縣,台東市,台東縣私立乖乖幼兒園,私立,台東縣台東市長安街19號,121.1433698,22.75914222,(089)318318
4975,台東縣,台東市,台東縣私立獅子王幼兒園,私立,台東縣台東市豐榮路31號,121.1391879,22.74680036,(089)335868
4976,台東縣,台東市,台東縣私立牧笛幼兒園,私立,台東縣台東市杭州街301號,121.1463751,22.76499898,(089)357623
4977,台東縣,台東市,台東紅珊瑚股份有限公司附設台東縣私立綺麗幼兒園,私立,台東縣台東市民航路927號,121.1119998,22.75553993,(089)331270
4978,台東縣,台東市,台東縣小鯨魚非營利幼兒園(社團法人東台灣幼兒教保專業促進協會申請辦理),非營利,台東縣台東市豐盛路12之1號,121.1410069,22.74519025,(089)359262
4979,台東縣,綠島鄉,台東縣綠島鄉綠島國民小學附設幼兒園,公立,台東縣綠島鄉3號,121.4698088,22.67382472,(089)672543#28
4980,台東縣,綠島鄉,台東縣綠島鄉公館國民小學附設幼兒園,公立,台東縣綠島鄉98號,121.4929415,22.67505331,(089)672548#19
4981,台東縣,蘭嶼鄉,台東縣蘭嶼鄉椰油國民小學附設幼兒園,公立,台東縣蘭嶼鄉1號,121.5175318,22.0455948,(089)732017
4982,台東縣,蘭嶼鄉,台東縣蘭嶼鄉朗島國民小學附設幼兒園,公立,台東縣蘭嶼鄉17號,121.5280876,22.08035325,(089)732109#208
4983,台東縣,蘭嶼鄉,台東縣蘭嶼鄉東清國民小學附設幼兒園,公立,台東縣蘭嶼鄉1號,121.564747,22.0569696,(089)732989#20
4984,台東縣,延平鄉,台東縣延平鄉紅葉國民小學附設幼兒園,公立,台東縣延平鄉紅谷路1號,121.0635279,22.89304097,(089)561015#19
4985,台東縣,延平鄉,台東縣延平鄉桃源國民小學附設幼兒園,公立,台東縣延平鄉昇平路84號,121.0837796,22.90251801,(089)561488
4986,台東縣,延平鄉,台東縣延平鄉鸞山國民小學附設幼兒園,公立,台東縣延平鄉14號,121.1473832,22.91531295,(089)568177
4987,台東縣,延平鄉,台東縣延平鄉武陵國民小學附設幼兒園,公立,台東縣延平鄉16號,121.1166951,22.9705029,(089)550039
4988,台東縣,延平鄉,台東縣延平鄉立幼兒園,公立,台東縣延平鄉泰平路89-1號,121.1143125,22.93337801,(089)550585
4989,台東縣,卑南鄉,台東縣卑南鄉初鹿國民小學附設幼兒園,公立,台東縣卑南鄉梅園路97號,121.0904065,22.87042679,(089)572261#17
4990,台東縣,卑南鄉,台東縣卑南鄉太平國民小學附設幼兒園,公立,台東縣卑南鄉6號,121.0761107,22.79074182,(089)385052
4991,台東縣,卑南鄉,台東縣卑南鄉利嘉國民小學附設幼兒園,公立,台東縣卑南鄉利嘉路666號,121.062739,22.77658229,(089)380121#307
4992,台東縣,卑南鄉,台東縣卑南鄉大南國民小學附設幼兒園,公立,台東縣卑南鄉東園一街40號,121.0433442,22.76435864,(089)383662
4993,台東縣,卑南鄉,台東縣卑南鄉溫泉國民小學附設幼兒園,公立,台東縣卑南鄉溫泉路291號,121.0261269,22.69794556,(089)512258
4994,台東縣,卑南鄉,台東縣卑南鄉賓朗國民小學附設幼兒園,公立,台東縣卑南鄉474巷2號,121.0931388,22.80943712,(089)224129
4995,台東縣,卑南鄉,台東縣卑南鄉富山國民小學附設幼兒園,公立,台東縣卑南鄉漁場66號,121.1894408,22.82509407,(089)281086#17
4996,台東縣,卑南鄉,台東縣卑南鄉東成國民小學附設幼兒園,公立,台東縣卑南鄉班鳩92號,121.082447,22.83572026,(089)571124#220
4997,台東縣,鹿野鄉,台東縣鹿野鄉瑞豐國民小學附設幼兒園,公立,台東縣鹿野鄉中山路67號,121.1374378,22.97898709,(089)581118#28
4998,台東縣,鹿野鄉,台東縣鹿野鄉瑞源國民小學附設幼兒園,公立,台東縣鹿野鄉文化路67號,121.1554557,22.95835556,(089)581064
4999,台東縣,鹿野鄉,台東縣鹿野鄉永安國民小學附設幼兒園,公立,台東縣鹿野鄉鹿寮路31號,121.1281653,22.93316289,(089)551172
5000,台東縣,鹿野鄉,台東縣鹿野鄉鹿野國民小學附設幼兒園,公立,台東縣鹿野鄉中華路一段402號,121.1363843,22.90916842,(089)550926
5001,台東縣,鹿野鄉,台東縣鹿野鄉龍田國民小學附設幼兒園,公立,台東縣鹿野鄉光榮路236號,121.1243321,22.90400561,(089)550747
5002,台東縣,鹿野鄉,台東縣鹿野鄉立幼兒園,公立,台東縣鹿野鄉瑞景路一段23巷9號,121.1516264,22.94038274,(089)580309
5003,台東縣,關山鎮,台東縣關山鎮電光國民小學附設幼兒園,公立,台東縣關山鎮中興路93號,121.1735152,23.01009778,(089)951142#27
5004,台東縣,關山鎮,台東縣關山鎮德高國民小學附設幼兒園,公立,台東縣關山鎮永豐16號,121.1779726,23.07421475,(089)931149#222
5005,台東縣,關山鎮,台東縣關山鎮關山國民小學附設幼兒園,公立,台東縣關山鎮中華路101號,121.1642135,23.0502859,(089)813152
5006,台東縣,關山鎮,台東縣關山鎮月眉國民小學附設幼兒園,公立,台東縣關山鎮盛豐路1號,121.1485986,23.00955799,(089)811074#33
5007,台東縣,關山鎮,台東縣關山鎮立幼兒園,公立,台東縣關山鎮民權路52號,121.1602067,23.04722285,(089)811607
5008,台東縣,關山鎮,台東縣私立鴻德幼兒園,私立,台東縣關山鎮仁愛路5號,121.163149,23.04992046,(089)812182
5009,台東縣,海端鄉,台東縣海端鄉崁頂國民小學附設幼兒園,公立,台東縣海端鄉中福21號,121.1468748,23.04467108,(089)811447#18
5010,台東縣,海端鄉,台東縣海端鄉錦屏國民小學附設幼兒園,公立,台東縣海端鄉錦屏1號,121.1765006,23.13179213,(089)861762#25
5011,台東縣,海端鄉,台東縣海端鄉廣原國民小學附設幼兒園,公立,台東縣海端鄉大埔1號,121.2062856,23.14937013,(089)865261
5012,台東縣,海端鄉,台東縣海端鄉加拿國民小學附設幼兒園,公立,台東縣海端鄉加南5號,121.1307703,23.00100919,(089)811108#27
